spin,label,empirical_probability,theoretical_probability,absolute_error,seed
167,17,0.023952095808383235,0.02702702702702703,0.0030749312186437935,20260913
168,17,0.023809523809523808,0.02702702702702703,0.0032175032175032203,20260913
169,17,0.023668639053254437,0.02702702702702703,0.003358387973772591,20260913
170,17,0.023529411764705882,0.02702702702702703,0.0034976152623211465,20260913
171,17,0.023391812865497075,0.02702702702702703,0.003635214161529954,20260913
172,17,0.023255813953488372,0.02702702702702703,0.0037712130735386568,20260913
173,17,0.023121387283236993,0.02702702702702703,0.0039056397437900355,20260913
174,17,0.022988505747126436,0.02702702702702703,0.004038521279900592,20260913
175,17,0.022857142857142857,0.02702702702702703,0.004169884169884171,20260913
176,17,0.022727272727272728,0.02702702702702703,0.004299754299754301,20260913
177,17,0.022598870056497175,0.02702702702702703,0.0044281569705298535,20260913
178,17,0.02247191011235955,0.02702702702702703,0.004555116914667479,20260913
179,17,0.0223463687150838,0.02702702702702703,0.004680658311943229,20260913
180,17,0.022222222222222223,0.02702702702702703,0.0048048048048048055,20260913
181,17,0.022099447513812154,0.02702702702702703,0.004927579513214875,20260913
182,17,0.02197802197802198,0.02702702702702703,0.005049005049005049,20260913
183,17,0.02185792349726776,0.02702702702702703,0.005169103529759269,20260913
184,17,0.021739130434782608,0.02702702702702703,0.0052878965922444204,20260913
185,17,0.021621621621621623,0.02702702702702703,0.005405405405405406,20260913
186,17,0.021505376344086023,0.02702702702702703,0.005521650682941005,20260913
187,17,0.0213903743315508,0.02702702702702703,0.005636652695476228,20260913
188,17,0.02127659574468085,0.02702702702702703,0.005750431282346178,20260913
189,17,0.021164021164021163,0.02702702702702703,0.005863005863005866,20260913
190,17,0.021052631578947368,0.02702702702702703,0.005974395448079661,20260913
191,17,0.020942408376963352,0.02702702702702703,0.0060846186500636765,20260913
192,17,0.020833333333333332,0.02702702702702703,0.006193693693693696,20260913
193,17,0.02072538860103627,0.02702702702702703,0.006301638425990758,20260913
194,17,0.020618556701030927,0.02702702702702703,0.006408470325996101,20260913
195,17,0.020512820512820513,0.02702702702702703,0.006514206514206516,20260913
196,17,0.02040816326530612,0.02702702702702703,0.006618863761720908,20260913
197,17,0.02030456852791878,0.02702702702702703,0.006722458499108248,20260913
198,17,0.020202020202020204,0.02702702702702703,0.006825006825006825,20260913
199,17,0.020100502512562814,0.02702702702702703,0.006926524514464214,20260913
200,17,0.02,0.02702702702702703,0.007027027027027028,20260913
201,17,0.01990049751243781,0.02702702702702703,0.007126529514589218,20260913
202,17,0.019801980198019802,0.02702702702702703,0.007225046829007226,20260913
203,17,0.019704433497536946,0.02702702702702703,0.0073225935294900825,20260913
204,17,0.0196078431372549,0.02702702702702703,0.007419183889772127,20260913
205,17,0.01951219512195122,0.02702702702702703,0.007514831905075809,20260913
206,17,0.019417475728155338,0.02702702702702703,0.00760955129887169,20260913
207,17,0.01932367149758454,0.02702702702702703,0.007703355529442488,20260913
208,17,0.019230769230769232,0.02702702702702703,0.007796257796257797,20260913
209,17,0.019138755980861243,0.02702702702702703,0.007888271046165785,20260913
210,17,0.01904761904761905,0.02702702702702703,0.00797940797940798,20260913
211,17,0.018957345971563982,0.02702702702702703,0.008069681055463046,20260913
212,17,0.018867924528301886,0.02702702702702703,0.008159102498725142,20260913
213,17,0.018779342723004695,0.02702702702702703,0.008247684304022333,20260913
214,17,0.018691588785046728,0.02702702702702703,0.008335438241980301,20260913
215,17,0.018604651162790697,0.02702702702702703,0.008422375864236331,20260913
216,17,0.018518518518518517,0.02702702702702703,0.008508508508508511,20260913
217,17,0.02304147465437788,0.02702702702702703,0.0039855523726491475,20260913
218,17,0.022935779816513763,0.02702702702702703,0.004091247210513266,20260913
219,17,0.0228310502283105,0.02702702702702703,0.0041959767987165275,20260913
220,17,0.022727272727272728,0.02702702702702703,0.004299754299754301,20260913
221,17,0.02262443438914027,0.02702702702702703,0.004402592637886758,20260913
222,17,0.02252252252252252,0.02702702702702703,0.004504504504504507,20260913
223,17,0.02242152466367713,0.02702702702702703,0.0046055023633499,20260913
224,17,0.022321428571428572,0.02702702702702703,0.004705598455598457,20260913
225,17,0.022222222222222223,0.02702702702702703,0.0048048048048048055,20260913
226,17,0.022123893805309734,0.02702702702702703,0.004903133221717294,20260913
227,17,0.022026431718061675,0.02702702702702703,0.005000595308965353,20260913
228,17,0.021929824561403508,0.02702702702702703,0.005097202465623521,20260913
229,17,0.021834061135371178,0.02702702702702703,0.005192965891655851,20260913
230,17,0.021739130434782608,0.02702702702702703,0.0052878965922444204,20260913
