scenario,spin,target_hit,cumulative_hits,log_likelihood_ratio,e_value,e_value_threshold,first_crossing,fixed_horizon_p_value,null_probability,alternative_probability,alpha,seed,spins,evidence_contract
fair_null,113,0,2,-2.23186928606,0.107327616488,20,0,0.812814788371,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,114,0,2,-2.26634571559,0.103690402818,20,0,0.816651524978,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,115,0,2,-2.30082214512,0.100176450278,20,0,0.820417601762,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,116,0,2,-2.33529857465,0.0967815816854,20,0,0.82411403559,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,117,0,2,-2.36977500418,0.0935017614172,20,0,0.827741839977,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,118,1,3,-1.57226780829,0.207573910346,20,0,0.621251136229,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,119,0,3,-1.60674423782,0.200539461162,20,0,0.626928187264,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,120,0,3,-1.64122066735,0.193743401645,20,0,0.632546225295,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,121,0,3,-1.67569709688,0.187177653034,20,0,0.638105071903,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,122,0,3,-1.71017352641,0.180834410348,20,0,0.64360458038,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,123,0,3,-1.74464995594,0.174706133108,20,0,0.649044634712,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,124,0,3,-1.77912638547,0.168785536375,20,0,0.654425148579,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,125,0,3,-1.813602815,0.163065582087,20,0,0.659746064374,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,126,0,3,-1.84807924453,0.157539470694,20,0,0.66500735224,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,127,0,3,-1.88255567406,0.152200633076,20,0,0.670209009119,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,128,0,3,-1.91703210359,0.147042722733,20,0,0.675351057822,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,129,0,3,-1.95150853312,0.14205960824,20,0,0.680433546115,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,130,0,3,-1.98598496265,0.137245365961,20,0,0.685456545824,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,131,0,3,-2.02046139218,0.132594273003,20,0,0.690420151956,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,132,0,3,-2.05493782171,0.128100800418,20,0,0.695324481836,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,133,0,3,-2.08941425124,0.123759606626,20,0,0.700169674266,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,134,0,3,-2.12389068077,0.119565531068,20,0,0.704955888699,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,135,0,3,-2.1583671103,0.115513588071,20,0,0.709683304428,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,136,0,3,-2.19284353983,0.11159896092,20,0,0.714352119801,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,137,0,3,-2.22731996936,0.107816996133,20,0,0.718962551439,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,138,0,3,-2.26179639889,0.104163197931,20,0,0.723514833489,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,139,0,3,-2.29627282842,0.10063322289,20,0,0.72800921688,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,140,0,3,-2.33074925795,0.0972228747806,20,0,0.732445968604,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,141,0,3,-2.36522568748,0.0939280995797,20,0,0.73682537101,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,142,0,3,-2.39970211701,0.0907449806495,20,0,0.741147721121,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,143,0,3,-2.43417854654,0.0876697340831,20,0,0.745413329955,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,144,0,3,-2.46865497607,0.0846987042058,20,0,0.749622521882,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,145,0,3,-2.5031314056,0.08182835923,20,0,0.753775633977,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,146,0,3,-2.53760783513,0.0790552870561,20,0,0.757873015405,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,147,0,3,-2.57208426466,0.0763761912169,20,0,0.761915026814,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,148,0,3,-2.60656069419,0.073787886959,20,0,0.765902039745,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,149,0,3,-2.64103712372,0.0712872974565,20,0,0.76983443606,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,150,0,3,-2.67551355325,0.0688714501538,20,0,0.773712607385,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,151,0,3,-2.70998998278,0.066537473232,20,0,0.777536954565,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,152,0,3,-2.74446641231,0.0642825921947,20,0,0.781307887137,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,153,0,3,-2.77894284184,0.0621041265703,20,0,0.785025822818,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,154,0,3,-2.81341927137,0.0599994867254,20,0,0.788691187009,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,155,0,3,-2.8478957009,0.0579661707864,20,0,0.792304412306,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,156,0,3,-2.88237213043,0.0560017616653,20,0,0.795865938037,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,157,0,3,-2.91684855996,0.0541039241866,20,0,0.799376209799,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,158,0,3,-2.95132498949,0.0522704023114,20,0,0.802835679024,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,159,0,3,-2.98580141902,0.0504990164553,20,0,0.806244802542,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,160,0,3,-3.02027784855,0.0487876608976,20,0,0.809604042174,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,161,0,3,-3.05475427808,0.0471343012783,20,0,0.812913864322,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,162,0,3,-3.08923070761,0.0455369721795,20,0,0.816174739584,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,163,0,3,-3.12370713714,0.0439937747889,20,0,0.819387142377,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,164,0,3,-3.15818356667,0.0425028746433,20,0,0.822551550566,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,165,0,3,-3.1926599962,0.0410624994471,20,0,0.82566844512,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,166,0,3,-3.22713642573,0.0396709369658,20,0,0.82873830976,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,167,0,3,-3.26161285526,0.0383265329908,20,0,0.831761630638,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,168,0,3,-3.29608928479,0.0370276893728,20,0,0.834738896015,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,169,0,3,-3.33056571432,0.0357728621219,20,0,0.837670595949,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,170,0,3,-3.36504214385,0.0345605595722,20,0,0.840557222005,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,171,0,3,-3.39951857338,0.0333893406089,20,0,0.843399266963,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,172,0,3,-3.43399500291,0.0322578129549,20,0,0.846197224546,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,173,0,3,-3.46847143244,0.0311646315159,20,0,0.848951589149,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,174,0,3,-3.50294786197,0.0301084967812,20,0,0.851662855586,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,175,0,3,-3.5374242915,0.0290881532792,20,0,0.854331518842,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,176,0,3,-3.57190072103,0.0281023880847,20,0,0.856958073835,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,177,0,3,-3.60637715056,0.0271500293774,20,0,0.859543015189,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,178,0,3,-3.64085358009,0.0262299450485,20,0,0.862086837013,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,179,0,3,-3.67533000962,0.0253410413552,20,0,0.864590032689,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,180,0,3,-3.70980643915,0.0244822616204,20,0,0.867053094675,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,181,0,3,-3.74428286868,0.0236525849766,20,0,0.869476514302,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,182,0,3,-3.77875929821,0.0228510251524,20,0,0.871860781596,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,183,0,3,-3.81323572774,0.0220766293,20,0,0.874206385096,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,184,0,3,-3.84771215727,0.0213284768626,20,0,0.876513811684,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,185,0,3,-3.8821885868,0.02060567848,20,0,0.878783546421,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,186,0,3,-3.91666501633,0.0199073749315,20,0,0.881016072392,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
fair_null,187,0,3,-3.95114144586,0.0192327361144,20,0,0.883211870556,0.027027027027,0.06,0.05,20261212,1000,simple_null_vs_simple_alternative
